2644,2.76,28.1,24.8,43.7,1.4,29.6,43.5,90795900,880,181700
4044,1.8,43.5,7.1,24.1,4.2,15,58.6,215354600,884,251900
1905,2.63,24.6,26.7,20.3,7.3,16.3,45.3,78737300,942,188300
2666,2.87,18.1,37.8,28,0,37.3,43.4,82226700,949,177800
1850,2.75,31,26.1,38.9,2.3,27.4,46.9,35773300,956,161200
1919,3.12,17.4,33.9,25.9,7.5,31.4,36.7,20845400,943,146900
2308,2.76,20.5,38.3,25,0,33.5,36.8,55722600,921,172600
1892,3.11,26.4,15.4,46.8,2.2,23.1,39,58301600,960,159600
2223,2.94,20.5,26.1,25.7,1.8,31.7,41.1,65287900,922,125200
1997,2.36,25.5,22.9,47.4,5.6,30.7,39.3,63228900,865,199000
1664,2.99,16.2,21.4,50.6,3,32.2,39.3,51664400,884,167200
1969,3.69,18.9,22.4,44.5,0,36.4,37.5,42881700,962,150300
1893,3.64,14.8,45.5,23,0,55.2,26.3,14659700,1072,124000
1835,3.37,25.9,26.6,46.9,0,39.6,34.8,55592100,1015,171800
2321,3.32,17.2,32.1,47.8,0,49.5,38.5,56060200,871,115900
2421,2.33,16.2,20,54.5,3.9,31.1,48.8,82947100,794,203000
2244,2.92,12.9,12,45,0,25,43.8,25167200,798,171200
1932,2.92,17.8,18.8,46.3,0,37.5,38,73739600,985,177000
1291,2.85,14.7,15.6,25.3,3.4,43.1,34.2,35516300,812,95200
1485,3.15,21,28.3,36.1,5.8,34.7,41.5,61022400,854,181400
1284,2.97,11.1,30.6,44.2,0,41.5,39.8,16792000,769,119200
1441,4.31,13.8,32.8,0,0,68.2,41.1,11845700,1006,171400
1375,3.32,10.6,21.3,48.8,3.1,43.9,31.9,18766200,1034,130000
2250,4.04,26.2,23.4,48.5,0,48.2,32.7,23815500,965,201200
1788,3.54,20.9,14.9,70.2,6.5,48.2,39.7,20066700,905,195100
2583,3.38,12.9,26.5,32.7,5.4,52,30.9,32683500,1001,233300
2365,3.99,24.2,18.6,51.5,0,41.5,41.3,29774200,976,130500
1424,2.91,13.3,29.9,32.4,0,51.6,32.7,19365800,826,120000
1389,2.77,16.7,23.8,45.6,0,46.6,35,11131100,1020,108700
2000,3.52,13.4,31.8,33.1,3.2,52.6,34.3,11305900,905,175000
2740,2.78,12.1,6.5,46.5,0,36.9,39.2,16214900,770,145800
4516,1.53,35.3,3.7,0,69.9,7.8,90.6,502912500,1914,340500
3804,2.79,26.4,11.6,37.2,12.8,37.5,39.2,10675300,424,233000
4421,1.67,31.6,0,1,65.3,21.9,67,287947200,1515,320400
2951,3.45,22.7,29.7,15.5,29.5,37.4,62.3,50556000,1282,195600
5205,2.04,35.4,0,2.6,60.8,7.6,67.4,52945500,1161,239700
6484,2.49,19.2,6.5,5.4,51.2,37.5,62.3,72609900,1342,378600
4082,2.34,24,10.5,12,24.2,31.2,65.6,42664300,1231,311300
1209,2.13,35.1,24.8,13.8,39,23.5,60.4,111859200,1044,264200
1830,2.92,16.5,23.7,47.7,3.4,49.3,40.9,36443500,722,122600
2438,2.43,35.1,31.1,13.5,4.1,25.5,54.6,14456000,830,154500
2331,3.35,11,31.3,40.1,2.3,44.6,33.1,29484100,838,129400
2167,3.45,17.6,43.6,33.1,0,49.9,33.5,23719700,988,165100
1911,3.56,22.1,18.8,39.2,3.7,38.7,44,51845700,888,146100
3116,3.81,37.1,47.4,19.1,5.3,23.9,57,31136300,797,164100
2399,4.04,33.1,37,38.4,0,26.6,49.6,36522100,779,161600
2375,3.8,32.2,28.8,34.4,6,44.4,59.8,49287700,726,143800
2596,4.13,39.1,40.5,18.1,0,39.9,47.5,45310600,752,151900
2466,3.22,25.8,23.9,33.6,3.1,49.1,56.9,42278100,728,162800
2645,4.19,40.5,31.4,31.1,3.3,40.5,55.2,30836600,726,160200
3336,3.5,37.7,45.9,25.8,8.1,38.3,53.9,34090100,737,169400
2302,3.59,42.1,33.6,23.7,0,38,49.8,47963900,641,118900
2135,4.03,48.4,29.6,20.7,5.5,29.7,54.5,42044400,735,170000
2549,3.77,46.3,34.9,25.2,9.4,42.8,50.5,34780900,837,142700
2240,3.94,43.7,34.6,22.8,5,39,43.9,37496200,765,123300
2318,3.58,41.5,24.9,32.9,1.5,26.7,62.1,31681400,757,162000
